列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
1294,2020/4/1,十余二,ＪＲ常磐線,柏,28,27800000,4LDK,201505,182.37,99.36,60,200,139.9593,35.88263,4.923287671,4.923287671,14.23227636,3.333333333,5.5
1295,2019/4/1,中原1丁目,ＪＲ常磐線,南柏,2,11600000,3LDK,199703,69.8,68.35,50,100,139.96596,35.82673,22.09863014,23.20356164,1.801385724,2,4.5
1296,2020/4/1,西原5丁目,東武野田線,初石,14,24980000,3LDK,201908,72.46,80.1,60,150,139.91978,35.89122,0.668493151,0.668493151,14.13347372,2.5,4.5
1297,2019/4/1,東上町,ＪＲ常磐線,柏,10,17800000,4DK,198012,80.37,77.01,60,200,139.97772,35.8596,38.35616438,40.2739726,5.082955842,3.333333333,5
1298,2020/4/1,東上町,ＪＲ常磐線,柏,10,15900000,4DK,198012,80.37,77.01,60,200,139.97772,35.8596,39.35890411,41.32684932,5.082955842,3.333333333,5
1299,2019/4/1,豊四季,ＪＲ常磐線,南柏,15,23800000,3LDK,198910,81.27,81.14,60,160,139.94981,35.85993,29.51780822,30.99369863,13.51039293,2.666666667,4.5
1300,2020/4/1,豊四季,ＪＲ常磐線,南柏,15,17300000,3LDK,198910,81.27,81.14,60,160,139.94981,35.85993,30.52054795,32.04657534,13.51039293,2.666666667,4.5
1301,2019/4/1,ひばりが丘,ＪＲ常磐線,柏,21,29800000,4LDK,201809,81.78,123.58,60,200,139.96916,35.84882,0.580821918,0.580821918,10.67420727,3.333333333,5.5
1302,2020/4/1,西柏台2丁目,東武野田線,初石,14,19900000,3LDK,201912,82.13,86.94,60,160,139.9274,35.88499,0.334246575,0.334246575,14.13347372,2.666666667,4.5
1303,2020/4/1,豊四季,ＪＲ常磐線,南柏,11,33800000,4LDK,202002,82.63,90.37,60,160,139.94981,35.85993,0.164383562,0.164383562,9.907621485,2.666666667,5.5
1304,2020/4/1,光ケ丘4丁目,東武野田線,新柏,15,21800000,3LDK,202006,83,79.48,50,100,139.96422,35.82815,0.167123288,0.167123288,15.07996995,2,4.5
1305,2019/4/1,永楽台1丁目,東武野田線,新柏,14,7500000,3DK,197311,84,57.13,50,100,139.96895,35.84458,45.44383562,49.98821918,14.07463862,2,4
1306,2019/4/1,増尾台3丁目,東武野田線,増尾,9,15800000,3LDK,199703,84.61,83.61,50,100,139.97473,35.8247,22.09863014,23.20356164,9.215052478,2,4.5
1307,2020/4/1,あけぼの3丁目,ＪＲ常磐線,柏,8,32500000,2LDK,202003,86.02,96.46,60,160,139.97176,35.86913,0.084931507,0.084931507,4.066364673,2.666666667,3.5
1308,2019/4/1,光ケ丘2丁目,東武野田線,新柏,24,17980000,3LDK,200208,86.1,76.74,60,200,139.95151,35.83031,16.67671233,17.51054795,24.12795192,3.333333333,4.5
1309,2019/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,3,17980000,3LDK,200208,86.1,86.74,60,200,139.95151,35.83031,16.67671233,17.51054795,2.702078587,3.333333333,4.5
1310,2020/4/1,逆井4丁目,東武野田線,逆井,9,13990000,4DK,199307,86.66,80.31,50,100,139.97916,35.8198,26.76986301,28.10835616,9.190151088,2,5
1311,2019/4/1,豊四季,東武野田線,豊四季,13,17980000,4LDK,199312,86.73,88.25,60,150,139.94981,35.85993,25.34794521,26.61534247,13.24921468,2.5,5.5
1312,2020/4/1,豊住1丁目,東武野田線,新柏,7,27300000,3LDK,202002,88.18,86.94,50,100,139.96172,35.83975,0.164383562,0.164383562,7.037319311,2,4.5
1313,2019/4/1,今谷上町,ＪＲ常磐線,南柏,4,39900000,3LDK,201905,91.9,86.25,50,100,139.95641,35.84102,0.082191781,0.082191781,3.602771449,2,4.5
1314,2020/4/1,今谷上町,ＪＲ常磐線,南柏,4,34900000,3LDK,201905,91.9,86.25,50,100,139.95641,35.84102,0.920547945,0.920547945,3.602771449,2,4.5
1315,2019/4/1,西原5丁目,東武野田線,初石,15,27800000,3LDK,201809,92.29,94.38,60,150,139.91978,35.89122,0.580821918,0.580821918,15.14300756,2.5,4.5
1316,2019/4/1,篠籠田,東武野田線,豊四季,16,28800000,3LDK,201905,94.38,96.04,70,200,139.94336,35.86812,0.082191781,0.082191781,16.30672576,2.857142857,4.5
1317,2020/4/1,篠籠田,東武野田線,豊四季,15,25800000,3LDK,201907,94.38,96.04,70,200,139.94336,35.86812,0.753424658,0.753424658,15.2875554,2.857142857,4.5
1318,2020/4/1,西原2丁目,東武野田線,江戸川台,9,31800000,2LDK,201910,97.16,86.15,60,150,139.91937,35.89822,0.501369863,0.501369863,8.952524246,2.5,3.5
1319,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,16,9900000,4DK,197802,97.42,71.88,60,200,139.97424,35.89674,42.19178082,46.4109589,15.57101124,3.333333333,5
1320,2019/4/1,永楽台3丁目,東武野田線,新柏,15,13500000,4LDK,199301,98,129.72,50,100,139.9713,35.84557,26.2630137,27.57616438,15.07996995,2,5.5
1321,2020/4/1,西原5丁目,東武野田線,初石,18,29800000,4LDK,202002,98.08,102.67,60,150,139.91978,35.89122,0.164383562,0.164383562,18.17160907,2.5,5.5
1322,2020/4/1,しいの木台4丁目,新京成電鉄,五香,22,6800000,4K,198308,99.17,83.45,50,100,139.97781,35.80201,36.69315068,38.52780822,21.5666943,2,4.5
1323,2020/4/1,豊四季,東武野田線,豊四季,15,18700000,3LDK,199110,99.17,87.31,70,200,139.94981,35.85993,28.52054795,29.94657534,15.2875554,2.857142857,4.5
1324,2020/4/1,永楽台3丁目,東武野田線,新柏,15,25800000,4LDK,202006,99.18,96.88,50,100,139.9713,35.84557,0.167123288,0.167123288,15.07996995,2,5.5
1325,2020/4/1,西原2丁目,東武野田線,江戸川台,10,8500000,3LDK,199403,99.64,98.53,60,200,139.91937,35.89822,26.10410959,27.40931507,9.947249163,3.333333333,4.5
1326,2020/4/1,増尾8丁目,東武野田線,逆井,11,21990000,4LDK,201910,99.68,95.22,50,100,139.98663,35.82912,0.501369863,0.501369863,11.23240688,2,5.5
1327,2019/4/1,西原4丁目,東武野田線,江戸川台,17,12980000,4LDK,199411,100,81.7,60,150,139.92291,35.89322,24.43013699,25.65164384,16.91032358,2.5,5.5
1328,2019/4/1,柏,ＪＲ常磐線,柏,22,22800000,4LDK,199811,100,92.32,50,100,139.98651,35.86444,20.42739726,21.44876712,11.18250285,2,5.5
1329,2019/4/1,松葉町2丁目,ＪＲ常磐線,北柏,5,22800000,4LDK,201812,100,101.84,60,200,139.97899,35.88592,0.331506849,0.331506849,4.796116698,3.333333333,5.5
1330,2020/4/1,大室,つくばエクスプレス,柏たなか,10,26900000,4LDK,201901,100,111.79,60,200,139.96175,35.91197,1.249315068,1.249315068,10.33742159,3.333333333,5.5
1331,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,19,20990000,4LDK,200404,100.01,87.77,50,100,139.95262,35.85528,16.0109589,16.81150685,17.11316438,2,5.5
1332,2019/4/1,宿連寺,ＪＲ常磐線,北柏,24,14800000,4LDK,199802,100.02,91.08,50,100,139.98523,35.8875,21.17534247,22.23410959,23.02136015,2,5.5
1333,2020/4/1,高田,つくばエクスプレス,柏の葉キャンパス,27,25800000,3LDK,201503,100.07,87.6,60,200,139.94922,35.8777,5.090410959,5.090410959,26.27608147,3.333333333,4.5
1334,2020/4/1,新柏3丁目,東武野田線,新柏,9,25800000,4LDK,201908,100.19,92.74,50,100,139.97206,35.84167,0.668493151,0.668493151,9.047981972,2,5.5
1335,2019/4/1,柏6丁目,ＪＲ常磐線,柏,8,56900000,3LDK,201902,100.3,112.17,60,160,139.97722,35.86435,0.161643836,0.161643836,4.066364673,2.666666667,4.5
1336,2019/4/1,柏6丁目,東武野田線,柏,8,56900000,5LDK,201902,100.3,112.17,60,160,139.97722,35.86435,0.161643836,0.161643836,4.066364673,2.666666667,6.5
1337,2019/4/1,大室,つくばエクスプレス,柏たなか,10,29900000,4LDK,201901,100.56,104.54,60,180,139.96175,35.91197,0.246575342,0.246575342,10.33742159,3,5.5
1338,2019/4/1,大室,つくばエクスプレス,柏たなか,10,29250000,4LDK,201901,100.6,94.4,60,200,139.96175,35.91197,0.246575342,0.246575342,10.33742159,3.333333333,5.5
1339,2020/4/1,大室,つくばエクスプレス,柏たなか,10,27900000,4LDK,201901,100.6,94.4,60,180,139.96175,35.91197,1.249315068,1.249315068,10.33742159,3,5.5
1340,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,28800000,2LDK,202001,100.61,101.24,60,200,139.96025,35.85101,0.249315068,0.249315068,9.907621485,3.333333333,3.5
1341,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,28800000,4LDK,202001,100.61,101.24,60,200,139.96025,35.85101,0.249315068,0.249315068,9.907621485,3.333333333,5.5
1342,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,17,16800000,4LDK,200907,100.65,91.29,60,150,139.97595,35.87908,10.75890411,10.75890411,16.30679677,2.5,5.5
1343,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,25,21800000,4LDK,202001,100.68,96.7,60,200,139.95151,35.83031,0.249315068,0.249315068,22.51732156,3.333333333,5.5
1344,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,4,21800000,4LDK,202001,100.68,96.79,60,200,139.95151,35.83031,0.249315068,0.249315068,3.602771449,3.333333333,5.5
1345,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,4,21800000,4LDK,202001,100.8,97.19,60,200,139.95151,35.83031,0.249315068,0.249315068,3.602771449,3.333333333,5.5
1346,2019/4/1,明原3丁目,ＪＲ常磐線,柏,14,17800000,3LDK,198504,100.95,72.24,60,200,139.9632,35.86709,34.02191781,35.7230137,7.116138178,3.333333333,4.5
1347,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,30800000,3LDK,202001,101.15,101.85,60,200,139.96025,35.85101,0.249315068,0.249315068,9.907621485,3.333333333,4.5
1348,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,30800000,4LDK,202001,101.15,101.85,60,200,139.96025,35.85101,0.249315068,0.249315068,9.907621485,3.333333333,5.5
1349,2020/4/1,豊四季,ＪＲ常磐線,柏,2,24600000,4LDK,202003,101.42,98.53,60,200,139.94981,35.85993,0.084931507,0.084931507,1.016591168,3.333333333,5.5
1350,2020/4/1,豊住4丁目,東武野田線,新柏,8,9000000,3LDK,197209,102,81.21,60,160,139.96577,35.84224,47.61369863,52.37506849,8.042650641,2.666666667,4.5
1351,2020/4/1,大室,つくばエクスプレス,柏たなか,10,28900000,4LDK,201911,102,96.46,60,200,139.96175,35.91197,0.416438356,0.416438356,10.33742159,3.333333333,5.5
1352,2019/4/1,永楽台3丁目,東武野田線,新柏,18,21800000,4LDK,201901,102.75,97.5,50,100,139.9713,35.84557,0.246575342,0.246575342,18.09596394,2,5.5
1353,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,26800000,3LDK,202002,103.02,93.96,50,100,139.98206,35.85414,0.164383562,0.164383562,9.657616099,2,4.5
1354,2019/4/1,豊四季,東武野田線,新柏,8,12500000,4DK,198503,103.04,97.72,60,200,139.94981,35.85993,34.10684932,35.81219178,8.042650641,3.333333333,5
1355,2019/4/1,柏6丁目,ＪＲ常磐線,柏,8,57900000,3LDK,201902,103.18,112.17,60,160,139.97722,35.86435,0.161643836,0.161643836,4.066364673,2.666666667,4.5
1356,2019/4/1,南逆井3丁目,新京成電鉄,五香,11,21900000,4LDK,201902,103.22,97.4,70,200,139.97,35.8028,0.161643836,0.161643836,10.78334715,2.857142857,5.5
1357,2019/4/1,南逆井3丁目,新京成電鉄,五香,11,21900000,4LDK,201812,103.24,97.4,60,200,139.97,35.8028,0.331506849,0.331506849,10.78334715,3.333333333,5.5
1358,2019/4/1,中原1丁目,東武野田線,増尾,1,24500000,4LDK,201904,103.5,96.88,50,100,139.96596,35.82673,0,0,1.02389472,2,5.5
1359,2020/4/1,永楽台1丁目,東武野田線,新柏,14,23800000,4LDK,201910,103.67,98.82,50,100,139.96895,35.84458,0.501369863,0.501369863,14.07463862,2,5.5
1360,2020/4/1,永楽台1丁目,東武野田線,新柏,14,19800000,4LDK,201910,103.68,92.74,50,100,139.96895,35.84458,0.501369863,0.501369863,14.07463862,2,5.5
1361,2020/4/1,永楽台1丁目,東武野田線,新柏,14,18900000,3LDK,201910,103.68,97.2,50,100,139.96895,35.84458,0.501369863,0.501369863,14.07463862,2,4.5
1362,2019/4/1,中原1丁目,東武野田線,増尾,1,24800000,3LDK,201904,103.79,96.46,50,100,139.96596,35.82673,0,0,1.02389472,2,4.5
1363,2020/4/1,中原1丁目,東武野田線,増尾,1,18900000,3LDK,201905,103.79,96.46,50,100,139.96596,35.82673,0.920547945,0.920547945,1.02389472,2,4.5
1364,2020/4/1,松ケ崎,ＪＲ常磐線,柏,23,23800000,3LDK,201904,103.99,99.22,60,150,139.97595,35.87908,1.002739726,1.002739726,11.69079844,2.5,4.5
1365,2019/4/1,西原5丁目,東武野田線,初石,15,29800000,3LDK,201811,104.03,94.38,60,150,139.91978,35.89122,0.41369863,0.41369863,15.14300756,2.5,4.5
1366,2020/4/1,西原5丁目,東武野田線,初石,15,23800000,3LDK,201811,104.03,94.38,60,150,139.91978,35.89122,1.416438356,1.416438356,15.14300756,2.5,4.5
1367,2020/4/1,西原5丁目,東武野田線,初石,15,23800000,3LDK,201811,104.39,94.38,60,150,139.91978,35.89122,1.416438356,1.416438356,15.14300756,2.5,4.5
1368,2020/4/1,高田,ＪＲ常磐線,柏,20,20800000,4LDK,201909,104.65,102.67,60,150,139.94922,35.8777,0.583561644,0.583561644,10.16591168,2.5,5.5
1369,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,28800000,3LDK,202002,104.67,94.77,50,100,139.98206,35.85414,0.164383562,0.164383562,9.657616099,2,4.5
1370,2019/4/1,南逆井3丁目,新京成電鉄,五香,11,19900000,4LDK,201812,104.79,96.88,60,160,139.97,35.8028,0.331506849,0.331506849,10.78334715,2.666666667,5.5
1371,2019/4/1,南逆井3丁目,新京成電鉄,五香,11,19900000,4LDK,201812,104.8,96.88,60,200,139.97,35.8028,0.331506849,0.331506849,10.78334715,3.333333333,5.5
1372,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,31000000,3LDK,201905,104.93,99.36,50,100,139.97424,35.89674,0.920547945,0.920547945,11.67825843,2,4.5
1373,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,31000000,3LDK,201905,104.95,99.36,50,100,139.97424,35.89674,0.920547945,0.920547945,11.67825843,2,4.5
1374,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,27800000,2LDK,202002,105.01,92.73,50,100,139.98206,35.85414,0.164383562,0.164383562,9.657616099,2,3.5
1375,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,27800000,3LDK,202001,105.01,92.73,50,100,139.98206,35.85414,0.249315068,0.249315068,9.657616099,2,4.5
1376,2020/4/1,塚崎,東武野田線,逆井,20,4500000,4LDK,199204,105.28,89.01,60,150,139.99606,35.83493,28.01917808,29.42013699,20.42255797,2.5,5.5
1377,2019/4/1,東中新宿3丁目,東武野田線,新柏,14,23800000,4LDK,201811,105.52,97.2,50,100,139.96339,35.82977,0.41369863,0.41369863,14.07463862,2,5.5
1378,2020/4/1,豊四季,東武野田線,豊四季,10,27800000,3LDK,199605,105.56,80.73,60,150,139.94981,35.85993,23.93424658,25.1309589,10.1917036,2.5,4.5
1379,2020/4/1,松葉町2丁目,つくばエクスプレス,柏の葉キャンパス,2,30300000,4LDK,201910,105.68,96.79,50,100,139.97899,35.88592,0.501369863,0.501369863,1.946376405,2,5.5
1380,2019/4/1,東山2丁目,東武野田線,新柏,31,16800000,3LDK,200102,105.81,89.2,50,100,139.95239,35.82512,18.17260274,19.08123288,31.16527124,2,4.5
1381,2020/4/1,南逆井3丁目,新京成電鉄,五香,12,9800000,4LDK,199411,105.98,86.11,60,160,139.97,35.8028,25.43287671,26.70452055,11.76365144,2.666666667,5.5
1382,2019/4/1,新逆井1丁目,新京成電鉄,五香,4,19900000,4LDK,201903,106.05,95.43,50,100,139.97218,35.81209,0.084931507,0.084931507,3.921217146,2,5.5
1383,2019/4/1,柏の葉2丁目,つくばエクスプレス,柏の葉キャンパス,15,32800000,4LDK,201804,106.11,93.96,50,100,139.93974,35.89108,1,1,14.59782304,2,5.5
1384,2019/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,32800000,3LDK,201810,106.27,101.65,60,200,139.97424,35.89674,0.498630137,0.498630137,11.67825843,3.333333333,4.5
1385,2020/4/1,亀甲台町1丁目,ＪＲ常磐線,柏,4,26800000,3LDK,202002,107.06,98.74,50,100,139.98053,35.84829,0.164383562,0.164383562,2.033182337,2,4.5
1386,2020/4/1,亀甲台町1丁目,ＪＲ常磐線,柏,4,29300000,4LDK,202002,107.1,100.81,50,100,139.98053,35.84829,0.164383562,0.164383562,2.033182337,2,5.5
1387,2020/4/1,逆井2丁目,東武野田線,逆井,11,19900000,3LDK,202007,107.47,96.05,60,150,139.97961,35.82438,0.249315068,0.249315068,11.23240688,2.5,4.5
1388,2020/4/1,千代田3丁目,ＪＲ常磐線,柏,16,38900000,4LDK,202003,107.5,98.12,50,100,139.97765,35.85345,0.084931507,0.084931507,8.132729347,2,5.5
1389,2020/4/1,豊住5丁目,東武野田線,新柏,6,23800000,4LDK,200506,107.64,95.02,60,180,139.96672,35.84079,14.84383562,15.5860274,6.031987981,3,5.5
1390,2019/4/1,南逆井4丁目,新京成電鉄,五香,18,20800000,4LDK,201903,108.57,97.7,50,100,139.97462,35.80325,0.084931507,0.084931507,17.64547716,2,5.5
1391,2020/4/1,加賀3丁目,東武野田線,増尾,5,23800000,4LDK,201910,108.89,96.3,60,150,139.97319,35.83008,0.501369863,0.501369863,5.119473599,2.5,5.5
1392,2020/4/1,豊四季,東武野田線,豊四季,5,28800000,3LDK,202002,109.19,100.81,60,200,139.94981,35.85993,0.164383562,0.164383562,5.095851799,3.333333333,4.5
1393,2020/4/1,増尾台2丁目,東武野田線,増尾,12,29900000,3LDK,202004,109.32,103.4,50,100,139.9711,35.82467,0,0,12.28673664,2,4.5
1394,2019/4/1,永楽台1丁目,東武野田線,新柏,13,23900000,4LDK,201906,109.43,94.81,50,100,139.96895,35.84458,0.167123288,0.167123288,13.06930729,2,5.5
1395,2020/4/1,西原7丁目,東武野田線,初石,17,16800000,4LDK,201109,109.65,90.87,60,200,139.92741,35.88923,8.589041096,8.589041096,17.16207523,3.333333333,5.5
1396,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,32800000,4LDK,201511,110,96.46,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
1397,2020/4/1,篠籠田,ＪＲ常磐線,柏,15,32800000,4LDK,201511,110,96.46,60,150,139.94336,35.86812,4.419178082,4.419178082,7.624433763,2.5,5.5
1398,2020/4/1,あかね町,ＪＲ常磐線,柏,20,28800000,4LDK,201907,110.73,99.63,50,100,139.97855,35.84998,0.753424658,0.753424658,10.16591168,2,5.5
1399,2020/4/1,豊住5丁目,東武野田線,新柏,5,30800000,4LDK,201907,110.74,98.01,50,100,139.96672,35.84079,0.753424658,0.753424658,5.026656651,2,5.5
1400,2020/4/1,今谷南町,ＪＲ常磐線,南柏,12,33800000,4LDK,201804,110.74,105.16,60,200,139.95775,35.83663,2.002739726,2.002739726,10.80831435,3.333333333,5.5
1401,2019/4/1,今谷上町,ＪＲ常磐線,南柏,4,36900000,4LDK,201905,111.22,97.2,50,100,139.95641,35.84102,0.082191781,0.082191781,3.602771449,2,5.5
1402,2020/4/1,豊平町,ＪＲ常磐線,柏,19,35900000,5LDK,202003,111.36,106.53,50,100,139.95712,35.8547,0.084931507,0.084931507,9.657616099,2,6.5
1403,2020/4/1,南増尾5丁目,新京成電鉄,五香,19,21800000,4LDK,202004,112.29,99.16,60,200,139.96654,35.80993,0,0,18.62578144,3.333333333,5.5
1404,2020/4/1,南逆井3丁目,新京成電鉄,五香,12,24800000,4LDK,202002,112.73,101.02,60,160,139.97,35.8028,0.164383562,0.164383562,11.76365144,2.666666667,5.5
1405,2020/4/1,篠籠田,東武野田線,豊四季,9,26800000,4LDK,202003,113.23,95.98,60,150,139.94336,35.86812,0.084931507,0.084931507,9.172533237,2.5,5.5
1406,2020/4/1,あかね町,ＪＲ常磐線,柏,20,27800000,4LDK,201907,113.31,97.6,50,100,139.97855,35.84998,0.753424658,0.753424658,10.16591168,2,5.5
1407,2019/4/1,柏の葉2丁目,つくばエクスプレス,柏の葉キャンパス,15,30800000,4LDK,201804,113.57,102.87,50,100,139.93974,35.89108,1,1,14.59782304,2,5.5
1408,2020/4/1,増尾5丁目,東武野田線,増尾,11,21800000,4LDK,201911,113.67,98.01,50,100,139.98471,35.83187,0.416438356,0.416438356,11.26284192,2,5.5
1409,2020/4/1,花野井,ＪＲ常磐線,北柏,30,12800000,4DK,199110,113.79,79.49,50,100,139.97424,35.89674,28.52054795,29.94657534,28.77670019,2,5
1410,2020/4/1,高柳,東武野田線,高柳,14,25800000,4LDK,202002,114.04,98.95,50,100,139.99794,35.8078,0.164383562,0.164383562,14.30647885,2,5.5
1411,2019/4/1,あかね町,ＪＲ常磐線,柏,18,28800000,3LDK,201803,114.06,104.33,50,100,139.97855,35.84998,1.084931507,1.084931507,9.149320515,2,4.5
1412,2020/4/1,千代田3丁目,ＪＲ常磐線,柏,16,34900000,3LDK,202003,114.16,95.22,50,100,139.97765,35.85345,0.084931507,0.084931507,8.132729347,2,4.5
1413,2020/4/1,千代田3丁目,ＪＲ常磐線,柏,16,34900000,4LDK,202003,114.19,96.46,50,100,139.97765,35.85345,0.084931507,0.084931507,8.132729347,2,5.5
1414,2020/4/1,増尾台2丁目,東武野田線,増尾,10,24800000,4LDK,201906,114.49,98.82,50,100,139.9711,35.82467,0.835616438,0.835616438,10.2389472,2,5.5
1415,2020/4/1,松葉町2丁目,つくばエクスプレス,柏の葉キャンパス,2,26900000,4LDK,201910,114.53,98.01,50,100,139.97899,35.88592,0.501369863,0.501369863,1.946376405,2,5.5
1416,2019/4/1,東中新宿3丁目,東武野田線,新柏,14,21800000,3LDK,201811,114.54,94.36,50,100,139.96339,35.82977,0.41369863,0.41369863,14.07463862,2,4.5
1417,2020/4/1,日立台2丁目,ＪＲ常磐線,柏,7,25300000,4LDK,201909,114.81,101.84,50,100,139.97264,35.84728,0.583561644,0.583561644,3.558069089,2,5.5
1418,2020/4/1,あかね町,ＪＲ常磐線,柏,6,29800000,4LDK,202004,115.08,104.33,50,100,139.97855,35.84998,0,0,3.049773505,2,5.5
1419,2020/4/1,日立台2丁目,ＪＲ常磐線,柏,7,24800000,4LDK,201909,115.14,105.98,50,100,139.97264,35.84728,0.583561644,0.583561644,3.558069089,2,5.5
1420,2020/4/1,つくしが丘2丁目,東武野田線,新柏,9,23800000,3LDK,201910,115.33,95.58,50,100,139.96437,35.83359,0.501369863,0.501369863,9.047981972,2,4.5
1421,2019/4/1,柏,ＪＲ常磐線,柏,17,29800000,4LDK,201903,115.71,98.01,50,100,139.98651,35.86444,0.084931507,0.084931507,8.641024931,2,5.5
1422,2020/4/1,松葉町2丁目,つくばエクスプレス,柏の葉キャンパス,2,26900000,4LDK,201910,115.96,100.84,50,100,139.97899,35.88592,0.501369863,0.501369863,1.946376405,2,5.5
1423,2019/4/1,十余二,ＪＲ常磐線,柏,3,23900000,4LDK,201603,116.9,103.09,60,200,139.9593,35.88263,3.084931507,3.084931507,1.524886753,3.333333333,5.5
1424,2019/4/1,塚崎,東武野田線,逆井,35,25480000,4LDK,201702,117,98.54,60,150,139.99606,35.83493,2.161643836,2.161643836,35.73947645,2.5,5.5
1425,2019/4/1,塚崎,ＪＲ常磐線,柏,6,25480000,4LDK,201702,117.01,98.54,60,150,139.99606,35.83493,2.161643836,2.161643836,3.049773505,2.5,5.5
1426,2020/4/1,新逆井1丁目,新京成電鉄,五香,25,18800000,4LDK,201910,117.51,105.3,50,100,139.97218,35.81209,0.501369863,0.501369863,24.50760716,2,5.5
1427,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,3,22800000,4LDK,201901,117.58,102.26,50,100,139.98753,35.8515,0.246575342,0.246575342,1.524886753,2,5.5
1428,2019/4/1,塚崎,ＪＲ常磐線,柏,10,13800000,5LDK,198702,117.83,109.34,60,150,139.99606,35.83493,32.18356164,33.79273973,5.082955842,2.5,6.5
1429,2019/4/1,新富町2丁目,ＪＲ常磐線,南柏,18,22800000,4LDK,201408,118.1,90.71,50,100,139.95262,35.85528,4.668493151,4.668493151,16.21247152,2,5.5
1430,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,18,22800000,4LDK,201408,118.1,90.71,50,100,139.95262,35.85528,5.671232877,5.671232877,16.21247152,2,5.5
1431,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,26900000,4LDK,201903,118.65,101.43,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,5.5
1432,2019/4/1,若柴,ＪＲ常磐線,柏,2,19900000,4LDK,199609,119.14,108.58,60,200,139.95399,35.89166,22.59452055,23.72424658,1.016591168,3.333333333,5.5
1433,2019/4/1,光ケ丘4丁目,ＪＲ常磐線,南柏,4,24900000,4LDK,201907,119.41,96.05,50,100,139.96422,35.82815,0.249315068,0.249315068,3.602771449,2,5.5
1434,2019/4/1,中原1丁目,東武野田線,新柏,17,24900000,3LDK,200911,120,96.88,60,100,139.96596,35.82673,9.419178082,9.419178082,17.09063261,1.666666667,4.5
1435,2019/4/1,みどり台2丁目,東武野田線,江戸川台,20,27980000,4LDK,201903,120,104.71,60,150,139.9216,35.90454,0.084931507,0.084931507,19.89449833,2.5,5.5
1436,2020/4/1,光ケ丘1丁目,東武野田線,新柏,15,27800000,4LDK,202004,120,105.3,60,100,139.95779,35.83319,0,0,15.07996995,1.666666667,5.5
1437,2019/4/1,大井,ＪＲ常磐線,柏,7,19800000,3LDK,200608,120,106.82,60,150,140.00441,35.85015,12.6739726,13.30767123,3.558069089,2.5,4.5
1438,2019/4/1,みどり台2丁目,東武野田線,江戸川台,20,25980000,4LDK,201902,120.01,99.57,60,150,139.9216,35.90454,0.161643836,0.161643836,19.89449833,2.5,5.5
1439,2020/4/1,東中新宿4丁目,東武野田線,新柏,16,16990000,4LDK,199502,120.02,95.23,50,100,139.96024,35.83025,25.18082192,26.43986301,16.08530128,2,5.5
1440,2019/4/1,高柳,東武野田線,高柳,9,26300000,4LDK,201906,120.05,100.44,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1441,2020/4/1,高柳,東武野田線,高柳,9,21300000,4LDK,201906,120.05,100.44,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1442,2020/4/1,今谷南町,ＪＲ常磐線,南柏,12,38800000,4LDK,201804,120.09,105.99,60,200,139.95775,35.83663,2.002739726,2.002739726,10.80831435,3.333333333,5.5
1443,2020/4/1,増尾4丁目,東武野田線,増尾,16,14900000,4LDK,201910,120.1,102.26,50,100,139.98355,35.83547,0.501369863,0.501369863,16.38231552,2,5.5
1444,2019/4/1,光ケ丘3丁目,ＪＲ常磐線,南柏,4,21800000,4LDK,201903,120.1,104.95,50,100,139.95715,35.82587,0.084931507,0.084931507,3.602771449,2,5.5
1445,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,20900000,3LDK,201903,120.14,101.22,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,4.5
